target	textid	text	pair	condition
non-entailment	24332	Hopefully the judge danced .	The judge danced .	constituent
non-entailment	24333	Probably the professor arrived .	The professor arrived .	constituent
non-entailment	24334	Maybe the doctors encouraged the athlete .	The doctors encouraged the athlete .	constituent
non-entailment	24335	Hopefully the presidents introduced the banker .	The presidents introduced the banker .	constituent
non-entailment	24336	Supposedly the manager recommended the senator .	The manager recommended the senator .	constituent
non-entailment	24337	Probably the students recognized the judges .	The students recognized the judges .	constituent
non-entailment	24338	Probably the senators encouraged the athletes .	The senators encouraged the athletes .	constituent
non-entailment	24339	Supposedly the artists thanked the secretary .	The artists thanked the secretary .	constituent
non-entailment	24340	Maybe the secretaries admired the judge .	The secretaries admired the judge .	constituent
non-entailment	24341	Probably the doctor mentioned the managers .	The doctor mentioned the managers .	constituent
non-entailment	24342	Probably the presidents stopped the professors .	The presidents stopped the professors .	constituent
non-entailment	24343	Probably the artist called the banker .	The artist called the banker .	constituent
non-entailment	24344	Hopefully the actors believed the managers .	The actors believed the managers .	constituent
non-entailment	24345	Maybe the president avoided the secretary .	The president avoided the secretary .	constituent
non-entailment	24346	Maybe the actor mentioned the doctor .	The actor mentioned the doctor .	constituent
non-entailment	24347	Supposedly the athletes helped the lawyers .	The athletes helped the lawyers .	constituent
non-entailment	24348	Maybe the secretaries helped the actor .	The secretaries helped the actor .	constituent
non-entailment	24349	Probably the actors ran .	The actors ran .	constituent
non-entailment	24350	Maybe the judges recommended the senators .	The judges recommended the senators .	constituent
non-entailment	24351	Supposedly the students mentioned the professor .	The students mentioned the professor .	constituent
non-entailment	24352	Maybe the lawyer encouraged the president .	The lawyer encouraged the president .	constituent
non-entailment	24353	Maybe the lawyers ran .	The lawyers ran .	constituent
non-entailment	24354	Maybe the bankers performed .	The bankers performed .	constituent
non-entailment	24355	Supposedly the banker recognized the lawyer .	The banker recognized the lawyer .	constituent
non-entailment	24356	Probably the managers advised the tourists .	The managers advised the tourists .	constituent
non-entailment	24357	Hopefully the presidents shouted .	The presidents shouted .	constituent
non-entailment	24358	Supposedly the doctor danced .	The doctor danced .	constituent
non-entailment	24359	Probably the actors stopped the senators .	The actors stopped the senators .	constituent
non-entailment	24360	Maybe the lawyer introduced the secretaries .	The lawyer introduced the secretaries .	constituent
non-entailment	24361	Hopefully the judge helped the bankers .	The judge helped the bankers .	constituent
non-entailment	24362	Supposedly the president contacted the senators .	The president contacted the senators .	constituent
non-entailment	24363	Hopefully the artists saw the senator .	The artists saw the senator .	constituent
non-entailment	24364	Maybe the artists mentioned the athlete .	The artists mentioned the athlete .	constituent
non-entailment	24365	Maybe the professors called the bankers .	The professors called the bankers .	constituent
non-entailment	24366	Maybe the students performed .	The students performed .	constituent
non-entailment	24367	Maybe the artists advised the tourist .	The artists advised the tourist .	constituent
non-entailment	24368	Hopefully the professor ran .	The professor ran .	constituent
non-entailment	24369	Maybe the students waited .	The students waited .	constituent
non-entailment	24370	Probably the secretaries saw the bankers .	The secretaries saw the bankers .	constituent
non-entailment	24371	Probably the actors saw the banker .	The actors saw the banker .	constituent
non-entailment	24372	Maybe the student encouraged the senators .	The student encouraged the senators .	constituent
non-entailment	24373	Hopefully the athlete contacted the banker .	The athlete contacted the banker .	constituent
non-entailment	24374	Maybe the doctor introduced the secretaries .	The doctor introduced the secretaries .	constituent
non-entailment	24375	Maybe the doctors arrived .	The doctors arrived .	constituent
non-entailment	24376	Supposedly the banker danced .	The banker danced .	constituent
non-entailment	24377	Hopefully the actors helped the secretaries .	The actors helped the secretaries .	constituent
non-entailment	24378	Supposedly the tourists danced .	The tourists danced .	constituent
non-entailment	24379	Probably the professor believed the judge .	The professor believed the judge .	constituent
non-entailment	24380	Hopefully the manager arrived .	The manager arrived .	constituent
non-entailment	24381	Probably the actor resigned .	The actor resigned .	constituent
non-entailment	24382	Maybe the senators shouted .	The senators shouted .	constituent
non-entailment	24383	Maybe the authors recognized the lawyer .	The authors recognized the lawyer .	constituent
non-entailment	24384	Hopefully the secretaries encouraged the senators .	The secretaries encouraged the senators .	constituent
non-entailment	24385	Hopefully the doctors helped the senators .	The doctors helped the senators .	constituent
non-entailment	24386	Hopefully the doctor mentioned the secretaries .	The doctor mentioned the secretaries .	constituent
